Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (°„C),Pyrolysis Time (h),Rising Rate (°„C min-1),Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (¶Ãm),Carbon Paper/Glassy Carbon,Electrode Area cm2,Electrolyte pH,FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) ¶«=E-Eo,CO£¨-0.11 eV£¨Formate£¨-0.011",Overpotential (V),Maximum FE,Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Density at Maximum FE (mA/cm2),TOF Reported (h-1),TOF@Maximum FE(h-1),TOF@Maximum FE(h-1) (log),Atomic Number,TOF_MCL_2_3,TOF_MCL_2_4
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.927554774,4.142011834,4,45.1,40.3,10.7,3.9,0.966552058,145.88309,1,900,1,30,0,0.1,0.75,50,0,1,6.8,77.09915,57.88464,32.40346,22.12795,11.85244,-0.53,-0.42,0.42,77.3,1.78291,3.42351,3.57476,4.09576,4.61676,2.26237,,338.812796,2.529959804,Fe,1,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,4.890768374,4,44.54040716,0,55.45959284,0,1.289380073,791.9699768,1,750,2,3,0,0.1,0.2,177.8,0,2,6.8,11.87135,31.96411,58.86022,88.82668,62.78695,-0.82,-0.71,0.71,92.62,0.41497,1.26161,5.78365,18.13542,20.60089,19.51989,28800,2137.353606,3.329876378,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,4.791752391,4,44.54040716,0,55.45959284,0,1.295156703,821.3577926,1,750,2,3,0,0.5,0.2,177.8,0,2,7.2,23.85157,59.9043,88.7687,75.68062,63.75339,-0.75,-0.64,0.64,95.63,0.92759,3.91095,13.20314,21.5325,23.30902,19.64958,28800,2151.554167,3.332752284,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,5.143888143,4,44.54040716,0,55.45959284,0,1.230259538,728.7335531,1,750,2,3,0,1,0.2,177.8,0,2,8.8,65.20158,86.08449,90.41987,89.70197,70.98368,-0.78,-0.67,0.67,92.5,21.37377,31.02456,40.99812,50.15333,53.32603,48.81864,28800,5345.455136,3.727984689,Ni,2,1
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,43.33410461,2.497919451,4,25.6,0,74.4,0,1.029338078,610.3448505,0,900,2,3,0,0.1,0.325,177.8,1,1,6.8,37.94337,39.56563,38.88767,24.35994,15.54646,-0.6,-0.49,0.49,39.56563,0.273400953,0.524838082,1.255045107,2.20363184,2.76004544,0.524838082,,8.253005989,0.91661216,Sn,0,0
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,16.24969381,2.370282849,4,24.8,0,75.2,0,1.3,763.4571952,0,1000,2,3,0,0.1,0.325,177.8,1,1,6.8,62.51944,54.50498,36.17583,25.18318,15.13484,-0.5,-0.39,0.39,62.51944,0.24290678,0.288680176,0.714092796,1.855846749,2.362843653,0.24290678,,10.18617429,1.008011103,Sn,0,0
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,1.54839972,1.380985766,4,0,0,100,0,1.159866736,598.1531838,0,1100,2,3,0,0.1,0.325,177.8,1,1,6.8,21.6481,27.07179,32.64075,18.2583,14.04526,-0.7,-0.59,0.59,32.64075,0.033794849,0.080462774,0.172878468,0.428609941,0.800714654,0.172878468,,76.08069463,1.881274469,Sn,0,0
54.938,25,7.4,1.55,5,1,0,0,0,0,0,0,1.184569487,3.685327292,4,48.2,29.2,10.2,12.4,1.098105433,311,0,1050,1,5.609908958,0,0.1,0.8,177.8,0,0.196,6.7,80.68152,72.29049,63.89946,55.50843,47.1174,-0.5,-0.39,0.39,80.68152,0.12233,0.17,,,,0.12233,,13.23024834,1.121567996,Mn,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.812143479,7.444648555,5,47.2,31.5,10.9,10.4,1.066881382,333,0,1050,1,7.225346739,0,0.1,0.8,177.8,0,0.196,6.7,86.706,76.6381,66.5702,56.5023,46.4344,-0.5,-0.39,0.39,86.706,0.40214,0.70101,,,,0.40214,,64.48393392,1.809451524,Fe,0,0
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,1.098371712,4.833477856,3.8,49.4,30,12.6,8,0.975127727,283,0,1050,1,6.432833635,0,0.1,0.8,177.8,0,0.196,6.7,32.99297,46.52451,32.99297,33.99297,34.99297,-0.6,-0.49,0.49,46.52451,0.36429,1.24338,,,,1.24338,,155.5656457,2.191913696,Co,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.019820972,4.587595908,4.3,47.85214785,26.67332667,11.98801199,13.48651349,0.967502515,223,0,1050,1,6.741439037,0,0.1,0.8,177.8,0,0.196,6.7,68.56914,86.67596,68.56914,69.56914,70.56914,-0.6,-0.49,0.49,86.67596,0.1662,0.51896,,,,0.51896,,69.64965531,1.842918971,Ni,0,0
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,0.820591724,3.926659615,3.9,47.15284715,25.57442557,13.28671329,13.98601399,1.00587278,321,0,1050,1,6.077007809,0,0.1,0.8,177.8,0,0.196,6.7,47.57856,40.77032,33.96208,27.15384,20.3456,-0.5,-0.39,0.39,47.57856,0.14603,0.17602,,,,0.14603,,26.37095684,1.421125888,Cu,0,0
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,2.77294826,5.070993915,4.1,50.14985015,26.47352647,12.48751249,10.88911089,1.024666886,233,0,1050,1,5.662779782,0,0.1,0.8,177.8,0,0.196,6.7,42.25165,51.89509,42.25165,43.25165,44.25165,-0.6,-0.49,0.49,51.89509,0.05512,0.1035,,,,0.1035,,5.690706886,0.755166217,Zn,0,0
106.42,46,8.3,2.2,10,0,0,0,0,0,0,1,2.95,6.736730952,3.5,42.12796898,9.335918565,25.11391178,23.42220068,1.118881966,414.8779231,0,900,2,3,0,0.5,0.2,177.8,1,1,7.2,54.43934,52.33665,42.64928,36.0859,29.52252,-0.5,-0.39,0.39,54.43934,0.6,1.12837,1.5455,2.18745,2.8294,0.6,,201.8994785,2.305135197,Pd,1,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.7,8.834196804,3.7,53.95465995,0,46.04534005,0,1.02,638,1,900,2,3,0,0.1,0.32,177.8,0,0.031415927,6.8,89.05326,97.03324,94.47738,93.05745,89.84842,-0.6,-0.49,0.49,97.03324,9.99062,22.7548,29.83,45.42702,65.42003,22.7548,,11167.9677,4.047974149,Co,2,2
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.9,7.692344328,3.8,34.57403924,45.43133566,19.9946251,0,1.04,692,0,900,2,3,0,0.1,0.32,177.8,0,0.031415927,6.8,85.38986,93.36984,92.40429,91.29675,90.50159,-0.6,-0.49,0.49,93.36984,3.46951,6.45203,10.14227,13.12479,16.23369,6.45203,,2462.935482,3.391453035,Co,2,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.7,8.589306268,3.7,53.95465995,0,46.04534005,0,1.02,638,1,900,2,3,1,1,0.32,177.8,0,0.031415927,8.8,89.05326,97.03324,94.47738,93.05745,89.84842,-0.6,-0.49,0.49,97.03324,137.96117,159.46763,212.3534,225.74778,218.013,159.46763,,78266.09514,4.893573666,Co,2,2
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.51,7.817211967,3.79,52.2,21.2,22.3,4.5,1.027354606,882.3579746,0,1000,3,5,0,0.5,3,177.8,1,1,7.33,60.7832,83.19262,92.58188,98.48209,80.80985,-0.8,-0.69,0.69,98.48209,2.31891,7.31774,11.77406,19.48543,26.65429,19.48543,,129.0732225,2.110836153,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.32,7.674559146,3.83,54.4,16.7,19.4,9.5,1.065863632,914.801657,0,1000,3,5,0,0.5,3,177.8,1,1,7.33,74.62598,89.57505,96.09931,94.5108,91.16357,-0.7,-0.59,0.59,96.09931,5.57396,16.23038,31.11061,40.89514,57.61603,31.11061,,213.4394297,2.329274652,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.32,7.8558956,3.83,54.4,16.7,19.4,9.5,1.020621516,932.8082073,0,1000,3,5,1,0.5,3,177.8,1,1,13.6,82.28305,84.98991,86.78555,87.85757,88.74199,-0.9,-0.79,0.79,88.74199,73.42481,132.1627,206.18855,327.04378,417.32312,417.32312,,2863.11354,3.456838571,Ni,2,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,6.98,0.83,3.36,70,20,7,3,1.052777327,104,0,900,1,6.234264733,0,0.1,0.8,127,1,0.909757298,6.8,29.30315,55.4395,71.81012,79.29655,69.87341,-0.76,-0.65,0.65,80.92,0.10648,0.0787,1.25416,4.09518,6.49863,2.673,,49.87128383,1.697850548,Fe,0,0
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,2.5,1.63,4.7,67,16,10,7,1.002570836,140,0,900,1,6.890985324,0,0.1,0.8,127,1,0.921892389,6.8,57.69771,76.78771,87.09854,92.51279,88.0313,-0.76,-0.65,0.65,93.23,0.07492,0.60335,2.76238,8.67301,15.66971,10.61,,552.6909934,2.742482387,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.75,2.8,4.7,61,15,15,8,1.006149234,224,0,900,1,6.50376851,0,0.1,0.8,127,1,0.872547483,6.8,91.36949,94.59123,97.75713,98.48685,97.40755,-0.76,-0.65,0.65,98.73,0.89121,2.52654,7.11675,14.67075,23.38077,16.81,,1250.940568,3.097236677,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.8,3.61,4.7,57,14,20,8,1.025613445,287,0,900,1,6.288320443,0,0.1,0.8,127,1,0.896340946,6.8,84.24648,90.03244,94.00137,95.34431,92.89232,-0.76,-0.65,0.65,96.64,0.96409,1.94813,5.63542,12.56157,20.02792,14.64,,1059.194175,3.024975584,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.72,4.57,4.7,57,12,23,7,1.06017962,299,0,900,1,6.440632066,0,0.1,0.8,127,1,0.93584357,6.8,72.09316,85.72518,93.42208,94.77184,92.72683,-0.76,-0.65,0.65,95.03,0.59146,1.77241,4.8284,10.55086,17.15323,12.13,,918.4158415,2.963039366,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.75,2.8,4.7,61,15,15,8,1.0072281,224,0,900,1,6.254611641,0,0.5,0.8,127,1,0.915697024,7.33,79.96102,87.98945,94.43465,93.23585,85.19042,-0.76,-0.65,0.65,95.5,1.09401,4.70195,15.11511,28.62101,37.51166,23.49139,,1748.14591,3.242577678,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.75,2.8,4.7,61,15,15,8,1.055897879,224,0,900,1,5.286583338,0,1,0.8,127,1,1.017767281,8.8,73.2614,83.4605,90.22697,83.86154,58.50417,-0.76,-0.65,0.65,91.38,1.44978,5.89448,20.45634,31.91313,32.49607,28.54721,,2124.3821,3.327232633,Fe,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,3.882317736,8.665522184,4.1,47.6723306,25.60497416,18.5639422,8.158753039,1.074301081,741,1,900,2,5,0,0.5,1,177.8,1,1,7.2,82.0937,91.49373,96.10049,93.48937,92.23977,-0.7,-0.59,0.59,96.10049,11.77139,15.54295,28.50164,38.84926,52.38819,28.50164,,803.855128,2.905177787,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,4.211922203,8.64170245,3.9,55.22198194,24.28444218,10.81287368,9.680702201,1.067551483,789,1,900,2,5,0,0.5,1,177.8,1,1,7.2,69.07331,78.17545,84.75423,85.23487,83.73287,-0.8,-0.69,0.69,85.23487,0.7974,1.92582,3.35454,5.74788,8.76002,5.74788,5.74788,149.4260665,2.174426364,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,3.882317736,8.665522184,4.1,47.6723306,25.60497416,18.5639422,8.158753039,1.047210139,741,1,900,2,5,1,0.5,1,177.8,1,1,7.2,64.72975,77.89725,79.78099,82.70918,84.70482,-1,-0.89,0.89,88.26713,76.27474,88.16966,113.70022,184.68292,239.4189,307.21028,,8664.50348,3.93774368,Ni,2,1
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,2.44,19.50980251,3,80.88,10.72,4.8,3.6,1.42,802.7,0,800,3,5,0,0.1,1.5,127,1,1.25,6.8,7.21156,18.25614,21.50277,20.47113,20.98695,-0.7,-0.59,0.59,21.50277,0.05,0.06,0.07,0.12,0.13,0.07,31.88,2.267346407,0.355517877,Cu,0,0
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,2.26,13.48351981,3.3,62.29,15.31,12.46,9.94,1.31,1031.3,0,900,3,5,0,0.1,1.5,127,1,1.25,6.8,53.30147,49.75142,38.52478,27.44985,22.50406,-0.5,-0.39,0.39,53.30147,0.38565,0.74251,0.88031,1.07817,1.23717,0.38565,100.17,13.48635414,1.12989456,Cu,0,0
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,2.18,6.802001155,3.8,42.35,19.95,25.2,12.5,1.15,1178.8,0,1000,3,5,0,0.1,1.5,127,1,1.25,6.8,69.29184,88.34679,93.62635,93.29258,94.80969,-0.9,-0.79,0.79,94.80969,0.68244,1.51277,2.76003,3.98962,5.61495,5.61495,1170.87,203.5631033,2.308699063,Cu,1,1
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,1.98,4.813460132,4,37.42,16.83,31.77,13.98,1.1,1347.1,0,1100,3,5,0,0.1,1.5,127,1,1.25,6.8,80.51848,91.77547,96.35715,98.05632,99.08795,-0.9,-0.79,0.79,99.08795,0.85442,1.80629,3.27133,4.84812,7.02914,7.02914,1471.32,280.5735107,2.448046666,Cu,1,1
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,1.2,3.38488143,4.7,17.88255664,14.97286683,48.45330349,18.69127304,1.38,769.603795,0,1000,1,5,0,0.1,0.2,177.8,0,0.19625,6.8,92.29772,93.55864,77.06971,39.53314,1.99657,-0.6,-0.49,0.49,93.55864,0.58166,1.24282,2.03606,2.4378,2.38434,1.24282,,539.5031577,2.731993991,Fe,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,13.18585375,10.65163902,4,58.69083197,0,26.86782994,14.44133809,1.020776112,601.1285316,1,450,2,5,0,0.5,1,127,1,1,7.2,8.90755,33.68706,58.46657,74.25686,80.70423,-0.88,-0.77,0.77,84.48,0.001,1.27767,4.32038,10.52303,16.68571,16.51707,,137.1588285,2.137223767,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,14.11403542,11.96760386,4,60.54522193,0,28.74717055,10.70760752,1.01721483,579.5449365,1,500,2,5,0,0.5,1,127,1,1,7.2,31.65582,54.43291,77.21,85.5316,81.84708,-0.78,-0.67,0.67,86.96,0.001,2.30896,7.33817,14.2005,20.54082,11.98,,92.94041927,1.968204627,Ni,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,15.71282183,11.99692584,4,60.57305984,0,26.62296469,12.80397547,1.017558505,590.0936269,1,550,2,5,0,0.5,1,127,1,1,7.2,35.46063,58.83985,82.21907,86.61253,84.45652,-0.78,-0.67,0.67,87.07,0.001,2.96542,8.83562,15.78073,20.06284,13.09,,91.21882481,1.960084473,Ni,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,11.19895523,9.623378082,4,51.21343545,0,35.90477069,12.88179385,1.040652481,592.6475487,1,600,2,5,0,0.5,1,127,1,1,7.2,22.28238,51.60673,80.93108,83.55665,76.49205,-0.78,-0.67,0.67,85.44,0.001,1.60693,5.98954,13.10245,18.41377,14.9,,145.6826297,2.163407772,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.85,3.572951448,3,43.18047045,22.29689662,21.308559,13.21407393,0.97,821,0,700,1,5,0,0.5,0.6,177.8,1,1,7.2,79.60077,93.50713,94.95863,93.90512,90.22953,-0.7,-0.59,0.59,94.95863,0.93357,4.26212,9.1123,13.70888,17.36349,9.1123,1977,1956.396357,3.291456845,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.06,5.485940183,4,52.66798734,18.48486094,22.24011476,6.607036964,1.03,900,0,800,1,5,0,0.5,0.6,177.8,1,1,7.2,72.62418,83.27635,85.50044,84.96197,84.1894,-0.7,-0.59,0.59,85.50044,1.03773,3.50131,6.21397,8.57792,9.28892,6.21397,963,1069.820828,3.029311049,Ni,2,1
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,6.64,8.042909242,3,62.15550423,14.67282525,23.17167052,0,0.99,988,0,900,2,5,0,0.5,0.6,177.8,1,1,7.2,73.42016,75.52719,66.20946,46.89507,8.82816,-0.6,-0.49,0.49,75.52719,0.14558,0.37655,0.60298,0.78412,0.24974,0.37655,,11.52818514,1.061760943,Zn,0,0
208.98,83,7.25,2.02,10,0,0,0,0,1,0,0,1.52,5.31897192,3.8,31.58645034,7.446880728,56.64245469,4.324214242,1.05,337.01,0,900,1,5,0,0.5,0.4,177.8,1,1,7.2,87.42365,94.0432,95.62816,97.86575,93.35949,-0.8,-0.69,0.69,97.86575,0.74664,2.11196,5.10972,10.23263,15.49208,10.23263,,6561.469589,3.81700112,Bi,2,1
58.693,28,7.61,1.91,8,0,1,0,1,0,0,0,1.09,2.23,3.7,48.04671,26.34905,24.73837,0,1.031,1414.1,1,1000,1,2,0,0.5,0.6,177.8,1,1,7.4,81.02652,93.82874,95.4512,92.42417,88.65078,-0.66,-0.55,0.55,96.24,5.90433,12.81183,31.81095,56.33556,75.85244,22.50965,,3768.68645,3.576190006,Ni,2,1
58.693,28,7.61,1.91,8,0,1,0,1,0,0,0,1.05,1.42,3.6,58.2677,16.21837,17.48282,6.3436,1.041,1421.2,1,1000,1,2,0,0.5,0.6,177.8,1,1,7.4,62.54772,81.36975,82.56977,78.61287,72.53794,-0.66,-0.55,0.55,83,5.54669,8.51589,14.03092,29.53763,45.3947,10.99154,,1910.36788,3.281117007,Ni,2,1
58.693,28,7.61,1.91,8,0,1,0,1,0,0,0,1.09,2.23,3.7,48.04671,26.34905,24.73837,0,1.031,1414.1,1,1000,1,2,1,0.5,0.6,177.8,1,1.5,7.4,93.6556,97.28601,94.54517,89.0631,84.86803,-0.56,-0.45,0.45,97.62,121.3701,189.92476,268.08902,353.72046,486.17028,165.253,,27667.54445,4.441970616,Ni,2,2
58.693,28,7.61,1.91,8,0,1,0,1,0,0,0,1.05,1.42,3.6,58.2677,16.21837,17.48282,6.3436,1.041,1421.2,1,1000,1,2,1,0.5,0.6,177.8,1,1.5,7.4,69.27582,77.6548,73.52233,69.1949,63.14006,-0.56,-0.45,0.45,79.66,49.21277,84.06291,128.72948,186.91459,251.77638,71.25318,,12384.0505,4.092862714,Ni,2,2
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,1.6,4.6,4,49.8,26.7,23.5,0,1.43,1025.69,1,900,1,5,0,0.1,0.398,50,1,1,6.8,79.37686,85.55703,79.26398,68.85082,58.57876,-0.6,-0.49,0.49,85.55703,0.870772092,2.045121022,4.069182868,6.22936056,7.183308313,2.045121022,,334.5900003,2.524512957,Fe,1,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.61,3.06,4,44.2,30.3,20.2,5.1,0.96,545,1,900,2,5,0,0.1,0.48,177.8,1,1,6.8,14.49637,59.67897,84.74667,90.59665,92.80395,-0.9,-0.79,0.79,92.80395,0.24301,1.09752,4.50562,9.49356,14.85908,14.85908,1224,1298.70104,3.113509188,Ni,2,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.61,3.04,4,36.9,23.8,29.2,11.1,1,259,1,900,2,5,0,0.1,0.48,177.8,1,1,6.8,4.81922,13.16521,15.8074,18.93298,24.51828,-0.9,-0.79,0.79,24.51828,0.16352,0.24301,0.58084,2.28985,3.94919,3.94919,77.29,345.1638434,2.538025296,Ni,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.89,4.5,4,36.53056966,17.15239619,46.31703415,0,1.37780633,1090,0,1000,1,5,0,0.5,0.459,177.8,0,0.78539,7.3,94.78858,86.53278,77.27469,52.16441,27.05413,-0.5,-0.39,0.39,94.78858,26.46676304,39.54703805,49.78389448,44.75049628,39.71709808,26.46676304,,3178.508218,3.502223339,Fe,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,1.2,3.36385693,8,40.89333061,5.241688762,38.58861921,15.27636141,2.3,1066,1,900,2,5,0,0.5,0.4,177.8,1,1,7.3,6.47837,30.58307,47.89432,54.54983,53.65324,-0.8,-0.69,0.69,54.54983,0.01413,0.17603,0.76811,2.02166,3.19194,2.02166,,461.1751453,2.663865893,Ni,1,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,1.98,3.263535795,4,30.29908973,10.64319296,47.97439232,11.083325,2.41,1066,1,900,2,5,0,0.5,0.4,177.8,1,1,7.3,65.92974,86.48253,92.24145,93.72428,91.65521,-0.8,-0.69,0.69,93.72428,0.27317,2.21593,5.47238,8.92311,11.87889,8.92311,1530,1233.644644,3.091190078,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,1.58,3.708867819,4,30.97460792,10.660941,47.06870799,11.29574309,2.94,1171,1,900,2,5,0,0.5,0.4,177.8,1,1,7.3,73.84585,89.836,93.40405,95.51846,92.67723,-0.8,-0.69,0.69,95.51846,0.71636,3.59762,9.69589,15.00669,17.44233,15.00669,2650,2599.96107,3.414966845,Ni,2,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,4,4.324409948,2,43.53562005,29.84462035,26.6197596,0,1,842,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,82.41885,94.13839,98.79372,99.14558,99.49743,-0.9,-0.79,0.79,99.49743,1.250978031,3.010122089,5.296696866,7.73805474,10.52698729,10.52698729,,578.6597138,2.762423248,Co,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,2.6,3.825766306,4,25,19,44,12,1.08,639,1,900,3,3.870799424,0,0.1,0.2,127,1,1,6.8,81.89031,87.58194,72.59086,49.95249,27.91828,-0.6,-0.49,0.49,88.27,0.25745,0.69912,1.03713,1.2254,1.36862,0.69912,114,140.0700817,2.146345382,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.82,4.606459434,5,28,11,50,11,1.22,1353,1,900,3,3.949757669,0,0.1,0.2,127,1,1,6.8,96.91968,97.49405,91.51817,79.90145,62.21028,-0.58,-0.47,0.47,98.34,1.92658,4.39104,6.82965,8.82369,10.34828,4.39104,101,1256.790846,3.099263009,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.82,4.606459434,5,28,11,50,11,1.22,1353,1,900,3,4.729955544,0,0.1,1,127,1,1,6.8,91.9086,97.06987,91.9086,83.86793,68.70157,-0.58,-0.47,0.47,97.65,3.31249,7.48291,11.94648,15.73279,18.27795,7.48291,101,428.3473979,2.631796133,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.82,4.606459434,5,28,11,50,11,1.22,1353,1,900,3,4.338831104,0,0.5,0.5,127,1,1,7.3,90.94118,91.53402,77.24595,54.43829,31.79327,-0.56,-0.45,0.45,95.06,5.34448,10.54628,13.49486,13.51769,12.45635,9,101,1030.381651,3.012998116,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.82,4.606459434,5,28,11,50,11,1.22,1353,1,900,3,4.596557459,0,0.5,1,127,1,1,7.3,90.27684,87.4817,73.20694,57.52061,35.24631,-0.58,-0.47,0.47,93.36,7.78883,14.19217,18.33956,17.75135,16.42303,13.01,101,744.7369602,2.872002908,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.82,4.606459434,5,28,11,50,11,1.22,1353,1,900,3,4.305834803,0,1,1,127,1,1,8.8,82.73989,70.18732,46.94028,26.47839,10.57537,-0.52,-0.41,0.41,83.95,10.0458,14.49934,15.06495,13.7744,10.38007,11.44008,101,654.8693623,2.816154673,Fe,1,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,1,5.25,4,35.19054311,31.24741671,25.75845251,7.803587666,1.015946332,520.2360027,0,950,2,5,0,0.1,1,177.8,1,1,6.8,68.045115,77.11541,86.185705,95.256,96.09237,-0.9,-0.79,0.79,96.09237,0.001,0.51281,3.06523,5.61765,9.5927,10.30712,3726,1128.590381,3.052536344,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,1,3.87,4,31.5281963,27.20619888,29.94403788,11.32156694,0.972243799,492.7202714,0,950,2,5,0,0.1,1,177.8,1,1,6.8,58.383595,67.65577,76.927945,86.20012,88.88228,-1,-0.89,0.89,90.92994,0.001,0.18467,0.85341,1.52215,3.62805,3.62805,1477,397.2576562,2.599072276,Ni,1,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,1,1.35,4,49.05959665,20.31497847,21.07409925,9.551325629,0.994205988,552.5830878,0,950,2,5,0,0.1,1,177.8,1,1,6.8,35.08057,49.91894,64.75731,79.59568,85.56564,-0.9,-0.79,0.79,85.56564,0.001,0.2179,0.705955,1.19401,2.61871,3.39129,382,371.333338,2.569763942,Ni,1,1
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.52,0.461817582,4,33.22709163,18.0876494,48.68525896,0,0.65,204,1,1000,1,20,0,0.5,0.5,177.8,0,2,7.3,83.35416,76.09701,41.66237,7.22773,0.01,-0.52,-0.41,0.41,83.41,0.62977,1.39963,3.87984,6.36005,8.84026,0.69645,,279.0702837,2.445713594,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.15,3.26602758,5,10.92436975,17.64705882,65.12605042,6.302521008,1.26,1173,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,89.7386,95.17024,91.23887,85.12278,79.00669,-0.57,-0.46,0.46,95.38,3.41424,6.66824,9.82242,13.32482,16.82722,5.56033,7820,3861.946983,3.586806307,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.31,2.397640417,4,10.9375,9.375,66.14583333,13.54166667,1.14,667,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,9.01871,17.96141,26.90411,35.84681,26.90411,-0.77,-0.66,0.66,40.47,,,4.2513,5.52615,,5.42,,1821.522717,3.260434592,Fe,2,1
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.26,3.209259081,5,8,18.18181818,65.09090909,8.727272727,1.25,897,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,87.07572,88.42179,86.83048,82.72651,78.62254,-0.57,-0.46,0.46,88.43,2.52386,5.9057,9.3377,12.4828,15.6279,4.8,,1923.379082,3.284064889,Fe,2,1
